ID Afiliado;Nombre Afiliado;Edad;Ingresos;Antigüedad como afiliado (años);NIT Empresa empleadora;Nombre Empresa empleadora;Categoría;Departamento;Ciudad;Dirección de residencia;Número de hijos;Con quien vive;Tipo de vivienda;Tipo de suelo;Estado civil;Género;Tiene Mascotas
AF-000358;Sandra López Valencia;37;$2.125.000;0;864283121-1;Demo Procesos Industriales Sigma SAS;A;Bogotá D.C.;Bogotá D.C.;Diagonal 99 #77-53, Barrio Centro;0;Padres;Familiar;Urbano;Soltero;Mujer;No
AF-000359;Diego Vargas Ortiz;36;$2.434.000;2;862506547-7;Demo Servicios Horizonte S.A.S.;A;Bogotá D.C.;Bogotá D.C.;Calle 84 #95-78, Barrio La Arboleda;1;Hijos;Arriendo;Urbano;Casado;Hombre;Sí
AF-000360;Laura Cabrera Montoya;35;$2.060.000;6;830923505-1;Demo Manufacturas Capital Ltda.;A;Tolima;Ibagué;Transversal 122 #3-55, Apto 1368, Barrio La Arboleda;2;"Pareja; Hijos";Familiar;Urbano;Casado;Mujer;Sí
AF-000361;Jorge López Ramírez;30;$2.556.000;10;907599250-6;Demo Servicios Horizonte S.A.S.;A;San Andrés, Providencia y Santa Catalina;San Andrés;Avenida 57 #86-52, Barrio Santa Ana;2;"Pareja; Hijos";Arriendo;Urbano;Unión Libre;Hombre;No
AF-000362;Marcela Cardona Cortés;37;$5.289.000;7;907599250-6;Demo Servicios Horizonte S.A.S.;B;Valle del Cauca;Palmira;Transversal 119 #56-50, Barrio La Castellana;1;Hijos;Arriendo;Urbano;Unión Libre;Mujer;No
AF-000363;Sandra Gómez Cabrera;28;$1.861.000;1;983800144-1;Demo Agroindustria del Valle SAS;A;Huila;Neiva;Calle 40 #3-66, Barrio El Porvenir;1;"Abuelos; Hijos";Arriendo;Urbano;Viudo;Mujer;No
AF-000364;Elena Rojas Parra;47;$5.543.000;9;947019021-4;Demo Logística Andina SAS;B;Bogotá D.C.;Bogotá D.C.;Carrera 53 #60-44, Apto 1382, Barrio Los Pinos;1;"Pareja; Hijos";Arriendo;Urbano;Unión Libre;Mujer;Sí
AF-000365;Yolanda Vargas Acosta;38;$2.384.000;3;876530833-0;Demo Agroservicios Llanos SAS;A;Cundinamarca;Soacha;Calle 82 #63-86, Barrio San José;3;"Pareja; Hijos";Arriendo;Urbano;Casado;Mujer;Sí
AF-000366;Edwin Cardona Pérez;30;$2.660.000;0;890849770-7;Demo Tecnología Prisma S.A.;A;Bogotá D.C.;Bogotá D.C.;Calle 5 #42-10, Barrio La Arboleda;1;Hijos;Familiar;Urbano;Soltero;Hombre;Sí
AF-000367;Jorge Muñoz Pardo;27;$2.430.000;5;830923505-1;Demo Manufacturas Capital Ltda.;A;Bogotá D.C.;Bogotá D.C.;Avenida 132 #28-52, Barrio El Porvenir;2;Padres;Familiar;Urbano;Soltero;Hombre;Sí
AF-000368;Juan Luis Muñoz Ospina;66;$3.055.000;5;987942517-9;Demo Servicios Empresariales Nexo S.A.;A;Meta;Villavicencio;Avenida 133 #41-80, Apto 613, Barrio La Arboleda;2;Pareja;Arriendo;Urbano;Unión Libre;Hombre;No
AF-000369;Gabriela Vargas Bustos;34;$9.684.000;5;955275268-1;Demo Transporte Metropolitano Ltda.;C;Cesar;Valledupar;Calle 122 #81-2, Barrio San Martín;2;"Padres; Hijos";Familiar;Urbano;Soltero;Mujer;Sí
AF-000370;Álvaro Germán Castro Díaz;31;$2.423.000;0;808989787-3;Demo Transporte Metropolitano Ltda.;A;Antioquia;Medellín;Avenida 127 #93-72, Apto 975, Barrio La Floresta;0;Pareja;Arriendo;Urbano;Unión Libre;Hombre;No
AF-000371;Julián Salazar Castro;64;$5.584.000;3;875123122-3;Demo Gestión Humana Avanza S.A.;B;Antioquia;Medellín;Calle 90 #114-68, Barrio La Floresta;2;"Abuelos; Pareja";Arriendo;Urbano;Unión Libre;Hombre;Sí
AF-000372;Alexander Sebastián Pérez Salazar;36;$5.693.000;1;876385544-5;Demo Distribuciones Altamira Ltda.;B;Bogotá D.C.;Bogotá D.C.;Avenida 77 #28-42, Apto 751, Barrio Villa Nueva;2;"Padres; Pareja; Hijos";Propia;Urbano;Casado;Hombre;Sí
AF-000373;Claudia Suárez Suárez;27;$2.329.000;2;837358686-6;Demo Comercializadora Pacífico S.A.;A;Sucre;Sincelejo;Diagonal 65 #37-34, Apto 1629, Barrio La Castellana;0;Pareja;Familiar;Urbano;Casado;Mujer;Sí
AF-000374;Martha Karen Ruiz Montoya;35;$2.542.000;7;870539186-2;Demo Servicios Empresariales Nexo S.A.;A;Cauca;Santander de Quilichao;Transversal 60 #104-57, Apto 1653, Barrio La Esperanza;Más de 4;"Pareja; Hijos";Propia;Urbano;Unión Libre;Mujer;Sí
AF-000375;Juliana Vargas García;43;$3.341.000;4;836239924-0;Demo Salud Integral Colombia SAS;A;Santander;Bucaramanga;Diagonal 82 #62-28, Apto 205, Barrio La Esperanza;2;"Padres; Pareja; Hijos";Propia;Urbano;Casado;Mujer;Sí
AF-000376;Gabriela Johanna Suárez Rodríguez;31;$2.203.000;1;969371131-3;Demo Comercio Digital Uno S.A.;A;Bogotá D.C.;Bogotá D.C.;Carrera 126 #15-74, Barrio Nueva Colombia;2;Hijos;Familiar;Urbano;Soltero;Mujer;Sí
AF-000377;Héctor Castro Ruiz;33;$2.225.000;2;907599250-6;Demo Servicios Horizonte S.A.S.;A;Bogotá D.C.;Bogotá D.C.;Diagonal 53 #46-12, Barrio La Esperanza;2;"Padres; Hijos";Arriendo;Urbano;Separado;Hombre;Sí
AF-000378;Juliana Martha López Rojas;29;$4.369.000;11;821361154-2;Demo Operaciones del Caribe SAS;B;Magdalena;Santa Marta;Diagonal 96 #57-12, Barrio Centro;0;Padres;Propia;Urbano;Separado;Mujer;Sí
AF-000379;Marcela Daniela Acosta Pérez;55;$5.405.000;2;891562138-1;Demo Comercio Digital Uno S.A.;B;Córdoba;Montería;Vereda La Vega, Finca Buenavista, km 11;1;"Pareja; Hijos";Propia;Rural;Casado;Mujer;Sí
AF-000380;Esteban Álvarez Mendoza;37;$3.806.000;0;907599250-6;Demo Servicios Horizonte S.A.S.;B;Antioquia;Medellín;Carrera 30 #39-33, Barrio Centro;1;"Pareja; Hijos";Arriendo;Urbano;Unión Libre;Hombre;Sí
AF-000381;Luis Tomás Ospina Navarro;50;$2.423.000;32;926068486-8;Demo Manufacturas Capital Ltda.;A;Bolívar;Magangué;Calle 129 #83-93, Apto 1299, Barrio El Porvenir;3;"Pareja; Hijos";Arriendo;Urbano;Soltero;Hombre;Sí
AF-000382;Diana Gómez Cardona;23;$1.968.000;5;836239924-0;Demo Salud Integral Colombia SAS;A;Bogotá D.C.;Bogotá D.C.;Transversal 8 #63-12, Barrio Centro;0;Padres;Arriendo;Urbano;Soltero;Mujer;No
AF-000383;Paola Castaño Caicedo;28;$4.423.000;3;912308943-2;Demo Gestión Humana Avanza S.A.;B;Bogotá D.C.;Bogotá D.C.;Transversal 154 #19-97, Barrio El Recreo;0;"Padres; Pareja";Propia;Urbano;Unión Libre;Mujer;Sí
AF-000384;Andrea Cardona Vélez;57;$2.515.000;20;874270675-1;Demo Servicios Financieros Demo S.A.S.;A;Boyacá;Sogamoso;Avenida 116 #6-65, Apto 1435, Barrio La Castellana;2;Hijos;Familiar;Urbano;Casado;Mujer;Sí
AF-000385;Cris Gómez Hernández;27;$13.237.000;9;947019021-4;Demo Logística Andina SAS;C;Meta;Villavicencio;Carrera 139 #52-28, Barrio Los Alpes;0;"Padres; Pareja";Propia;Urbano;Unión Libre;No especifica;No
AF-000386;Andrea Parra Mendoza;33;$3.123.000;0;935975877-8;Demo Soluciones de Movilidad Ltda.;A;Antioquia;Rionegro;Transversal 177 #2-21, Barrio El Recreo;1;"Padres; Hijos";Arriendo;Urbano;Soltero;Mujer;No
AF-000387;Iván Cárdenas Bustos;30;$6.775.000;6;911881192-1;Demo Servicios del Occidente Ltda.;B;Antioquia;Bello;Carrera 156 #7-93, Barrio San Martín;0;Padres;Propia;Urbano;Soltero;Hombre;No
AF-000388;Alexander Castro Romero;57;$3.457.000;3;987942517-9;Demo Servicios Empresariales Nexo S.A.;A;Antioquia;Bello;Carrera 106 #75-11, Barrio San José;3;Hijos;Propia;Urbano;Unión Libre;Hombre;Sí
AF-000389;Samuel Vargas Ortiz;37;$1.991.000;5;896976150-6;Demo Soluciones de Movilidad Ltda.;A;Bogotá D.C.;Bogotá D.C.;Diagonal 136 #2-91, Barrio La Victoria;1;"Pareja; Hijos";Arriendo;Urbano;Casado;Hombre;Sí
AF-000390;Jonathan Diego Valencia Navarro;52;$4.768.000;10;907599250-6;Demo Servicios Horizonte S.A.S.;B;Antioquia;Medellín;Avenida 47 #2-98, Barrio El Porvenir;2;"Padres; Pareja; Hijos";Propia;Urbano;Separado;Hombre;Sí
AF-000391;Rafael Martínez Martínez;33;$2.186.000;15;896976150-6;Demo Soluciones de Movilidad Ltda.;A;Cesar;Valledupar;Avenida 27 #37-8, Barrio Centro;1;"Pareja; Hijos";Arriendo;Urbano;Casado;Hombre;Sí
AF-000392;Alexander Castaño Díaz;51;$4.339.000;3;947019021-4;Demo Logística Andina SAS;B;Valle del Cauca;Cali;Carrera 179 #117-95, Barrio Villa Nueva;3;"Pareja; Hijos";Propia;Urbano;Casado;Hombre;No
AF-000393;Claudia Cardona Vélez;41;$2.166.000;6;865588295-8;Demo Comercializadora Pacífico S.A.;A;Bogotá D.C.;Bogotá D.C.;Transversal 127 #76-72, Barrio El Prado;2;"Padres; Pareja; Hijos";Familiar;Urbano;Unión Libre;Mujer;Sí
AF-000394;Gloria Sánchez Muñoz;31;$2.255.000;4;874329077-1;Demo Distribuciones Altamira Ltda.;A;Bogotá D.C.;Bogotá D.C.;Diagonal 91 #69-12, Apto 283, Barrio Los Alpes;0;Pareja;Familiar;Urbano;Casado;Mujer;Sí
AF-000395;Manuel Rojas Restrepo;44;$5.119.000;5;907432753-1;Demo Alimentos del Centro Ltda.;B;Bogotá D.C.;Bogotá D.C.;Calle 95 #95-29, Barrio El Recreo;2;"Pareja; Hijos";Familiar;Urbano;Casado;Hombre;Sí
AF-000396;Brayan Martínez Pineda;43;$4.591.000;5;896976150-6;Demo Soluciones de Movilidad Ltda.;B;Bogotá D.C.;Bogotá D.C.;Transversal 156 #100-59, Barrio La Campiña;3;"Pareja; Hijos";Arriendo;Urbano;Casado;Hombre;No
AF-000397;Carlos Vélez Medina;49;$3.484.000;13;862506547-7;Demo Servicios Horizonte S.A.S.;A;Tolima;Ibagué;Avenida 63 #3-43, Barrio La Arboleda;2;Hijos;Arriendo;Urbano;Soltero;Hombre;Sí
AF-000398;Andrea Navarro Mendoza;51;$4.296.000;11;837358686-6;Demo Comercializadora Pacífico S.A.;B;Valle del Cauca;Cali;Carrera 174 #53-98, Apto 779, Barrio La Victoria;2;"Pareja; Hijos";Propia;Urbano;Viudo;No especifica;No
AF-000399;Martha Adriana López López;38;$2.670.000;2;947019021-4;Demo Logística Andina SAS;A;Cauca;Popayán;Calle 70 #85-56, Barrio La Castellana;0;Pareja;Familiar;Urbano;Casado;Mujer;Sí
AF-000400;Fernanda Juliana Vargas Muñoz;51;$2.007.000;7;947019021-4;Demo Logística Andina SAS;A;Cauca;Santander de Quilichao;Calle 3 #85-39, Apto 527, Barrio La Campiña;1;"Pareja; Hijos";Familiar;Urbano;Casado;Mujer;Sí
AF-000401;Carolina Karen Castro Navarro;34;$2.871.000;0;980119639-4;Demo Farmacéutica Horizonte Ltda.;A;Atlántico;Barranquilla;Carrera 123 #114-37, Barrio La Victoria;0;Padres;Familiar;Urbano;Soltero;Mujer;Sí
AF-000402;Luis Camilo Torres Gómez;61;$3.497.000;6;874270675-1;Demo Servicios Financieros Demo S.A.S.;A;Antioquia;Medellín;Calle 139 #38-11, Apto 1744, Barrio El Prado;2;Pareja;Propia;Urbano;Casado;Hombre;Sí
AF-000403;Alejandro Mateo Martínez Moreno;33;$3.081.000;3;876089951-0;Demo Educación Futuro S.A.S.;A;Bogotá D.C.;Bogotá D.C.;Transversal 5 #14-28, Barrio Nueva Colombia;2;Hijos;Arriendo;Urbano;Soltero;Hombre;Sí
AF-000404;Manuela Mónica Restrepo Mendoza;48;$3.090.000;3;939096454-9;Demo Alimentos y Bebidas Origen S.A.S.;A;Sucre;Corozal;Vereda Santa Helena, Finca Villa Luz, km 11;0;Pareja;Familiar;Rural;Unión Libre;Mujer;Sí
AF-000405;Juan Ruiz Vélez;48;$2.352.000;1;853039437-9;Demo Comercial del Norte S.A.S.;A;Sucre;Sincelejo;Calle 157 #51-62, Apto 1085, Barrio Nueva Colombia;2;"Pareja; Hijos";Propia;Urbano;Casado;Hombre;Sí
AF-000406;Andrés Cabrera Cárdenas;42;$1.911.000;12;839065913-2;Demo Mantenimiento Estratégico S.A.;A;Bogotá D.C.;Bogotá D.C.;Diagonal 116 #62-21, Barrio Las Palmas;2;"Pareja; Hijos";Arriendo;Urbano;Casado;Hombre;Sí
AF-000407;María Moreno Navarro;29;$1.927.000;1;847968494-2;Demo Infraestructura Nacional Ltda.;A;Valle del Cauca;Cali;Carrera 88 #31-78, Barrio El Porvenir;0;"Abuelos; Padres";Arriendo;Urbano;Soltero;Mujer;No
AF-000408;Sara Álvarez Suárez;26;$4.026.000;4;865940169-7;Demo Seguridad y Control S.A.S.;B;Santander;Bucaramanga;Calle 15 #63-86, Barrio Nueva Colombia;2;"Padres; Hijos";Arriendo;Urbano;Soltero;Mujer;Sí
AF-000409;Luis Cabrera Medina;40;$5.243.000;0;947019021-4;Demo Logística Andina SAS;B;Sucre;Sincelejo;Avenida 45 #35-53, Barrio La Castellana;2;"Pareja; Hijos";Propia;Urbano;Unión Libre;Hombre;Sí
AF-000410;Juliana Rojas Arias;39;$4.465.000;0;999037645-5;Demo Alimentos y Bebidas Origen S.A.S.;B;Bogotá D.C.;Bogotá D.C.;Avenida 42 #12-70, Barrio La Castellana;2;Hijos;Propia;Urbano;Soltero;Mujer;Sí
AF-000411;Tomás Arias Ortiz;36;$12.075.000;2;945315636-5;Demo Seguridad y Control S.A.S.;C;Quindío;Armenia;Avenida 137 #62-87, Barrio El Bosque;2;"Padres; Pareja; Hijos";Arriendo;Urbano;Unión Libre;Hombre;No
AF-000412;Cristian Daniel Rodríguez Sánchez;50;$2.669.000;6;945716021-7;Demo Servicios del Occidente Ltda.;A;Bogotá D.C.;Bogotá D.C.;Avenida 24 #69-46, Barrio Villa Nueva;3;"Abuelos; Pareja; Hijos";Arriendo;Urbano;Casado;Hombre;No
AF-000413;Andrés Manuel Pineda Valencia;53;$4.528.000;5;836239924-0;Demo Salud Integral Colombia SAS;B;Valle del Cauca;Cali;Diagonal 93 #2-26, Barrio La Victoria;1;Hijos;Propia;Urbano;Soltero;Hombre;Sí
AF-000414;Nicolás Pérez Suárez;43;$10.409.000;2;957579734-5;Demo Agroservicios Llanos SAS;C;Magdalena;Santa Marta;Avenida 19 #37-91, Barrio San Martín;1;"Pareja; Hijos";Propia;Urbano;Soltero;Hombre;Sí
AF-000415;Juan Cristian Ramírez García;63;$5.346.000;2;923203127-7;Demo Soluciones Documentales S.A.;B;Atlántico;Soledad;Transversal 112 #84-77, Barrio Centro;2;Pareja;Propia;Urbano;Casado;Hombre;Sí
AF-000416;Mauricio Ricardo López Martínez;46;$3.003.000;3;870289659-0;Demo Tecnología Prisma S.A.;A;Cundinamarca;Soacha;Transversal 105 #56-93, Barrio La Campiña;0;Abuelos;Arriendo;Urbano;Soltero;Hombre;No
AF-000417;Tomás Valencia González;27;$2.369.000;2;865588295-8;Demo Comercializadora Pacífico S.A.;A;Cundinamarca;Fusagasugá;Avenida 1 #53-69, Apto 800, Barrio San Martín;1;"Padres; Pareja; Hijos";Arriendo;Urbano;Unión Libre;Hombre;Sí
AF-000418;Gabriela Torres Quintero;35;$8.360.000;4;907599250-6;Demo Servicios Horizonte S.A.S.;C;Sucre;Sincelejo;Calle 52 #16-92, Apto 148, Barrio La Campiña;2;Hijos;Propia;Urbano;Soltero;Mujer;Sí
AF-000419;Héctor Camilo Parra Suárez;35;$2.543.000;12;952582906-8;Demo Construcciones Nova SAS;A;Bogotá D.C.;Bogotá D.C.;Transversal 25 #93-75, Barrio La Campiña;2;Hijos;Familiar;Urbano;Separado;Hombre;No
AF-000420;Lorena León Rojas;30;$4.192.000;12;980119639-4;Demo Farmacéutica Horizonte Ltda.;B;Putumayo;Mocoa;Transversal 6 #10-30, Apto 427, Barrio Los Pinos;0;"Padres; Pareja";Propia;Urbano;Unión Libre;Mujer;No
AF-000421;Camilo Medina González;43;$4.268.000;25;814185903-2;Demo Soluciones Verdes S.A.S.;B;Bogotá D.C.;Bogotá D.C.;Avenida 161 #95-6, Barrio La Arboleda;3;Hijos;Propia;Urbano;Separado;Hombre;No
AF-000422;Ricardo Germán Valencia Muñoz;62;$7.147.000;2;910092002-1;Demo Comercial del Norte S.A.S.;C;Atlántico;Barranquilla;Calle 164 #17-67, Apto 863, Barrio San José;1;Pareja;Propia;Urbano;Unión Libre;Hombre;No
AF-000423;Angélica Pérez Navarro;34;$2.369.000;4;836239924-0;Demo Salud Integral Colombia SAS;A;Bogotá D.C.;Bogotá D.C.;Transversal 153 #44-59, Barrio La Floresta;0;Padres;Familiar;Urbano;Soltero;Mujer;Sí
AF-000424;Esteban Caicedo Caicedo;28;$5.111.000;1;980119639-4;Demo Farmacéutica Horizonte Ltda.;B;Atlántico;Barranquilla;Diagonal 94 #14-60, Barrio San José;1;"Abuelos; Padres; Pareja; Hijos";Propia;Urbano;Soltero;Hombre;No
AF-000425;Miguel Juan Pineda Medina;47;$2.602.000;10;818143241-1;Demo Tecnología Prisma S.A.;A;Córdoba;Montería;Calle 12 #12-78, Apto 251, Barrio La Floresta;Más de 4;Hijos;Arriendo;Urbano;Unión Libre;Hombre;Sí
AF-000426;Manuela Caicedo Navarro;54;$11.661.000;2;912308943-2;Demo Gestión Humana Avanza S.A.;C;Antioquia;Rionegro;Vereda El Porvenir, Finca El Refugio, km 2;2;Hijos;Propia;Rural;Separado;Mujer;Sí
AF-000427;Sara María Ruiz Montoya;42;$3.001.000;1;910092002-1;Demo Comercial del Norte S.A.S.;A;Huila;Pitalito;Vereda La Esperanza, Finca Las Acacias, km 17;0;Pareja;Arriendo;Rural;Casado;Mujer;No
AF-000428;Alexander Bermúdez Sánchez;60;$5.801.000;4;952582906-8;Demo Construcciones Nova SAS;B;Tolima;Ibagué;Calle 166 #94-33, Barrio Los Pinos;0;Abuelos;Arriendo;Urbano;Viudo;Hombre;Sí
AF-000429;Héctor Álvaro Montoya Romero;52;$6.368.000;3;907599250-6;Demo Servicios Horizonte S.A.S.;B;Sucre;Sincelejo;Carrera 20 #9-67, Apto 1137, Barrio El Recreo;2;"Pareja; Hijos";Familiar;Urbano;Unión Libre;Hombre;Sí
AF-000430;Iván Acosta Álvarez;47;$6.317.000;22;947019021-4;Demo Logística Andina SAS;B;Risaralda;Pereira;Vereda La Primavera, Finca El Paraíso, km 2;0;Abuelos;Propia;Rural;Soltero;Hombre;Sí
AF-000431;Rafael González Torres;49;$4.977.000;10;912308943-2;Demo Gestión Humana Avanza S.A.;B;Magdalena;Santa Marta;Diagonal 49 #97-53, Barrio San José;3;"Pareja; Hijos";Arriendo;Urbano;Unión Libre;Hombre;No
AF-000432;Luisa Medina Álvarez;25;$8.222.000;5;907599250-6;Demo Servicios Horizonte S.A.S.;C;Bogotá D.C.;Bogotá D.C.;Avenida 103 #82-11, Apto 1267, Barrio Los Pinos;0;"Padres; Pareja";Arriendo;Urbano;Unión Libre;Mujer;Sí
AF-000433;Samuel González González;35;$4.100.000;3;818426084-5;Demo Servicios del Occidente Ltda.;B;Bogotá D.C.;Bogotá D.C.;Calle 166 #96-37, Apto 1327, Barrio La Campiña;2;"Padres; Pareja; Hijos";Arriendo;Urbano;Casado;Hombre;Sí
AF-000434;Catalina Ortiz Sánchez;35;$4.208.000;12;959637409-2;Demo Logística Andina SAS;B;Bogotá D.C.;Bogotá D.C.;Diagonal 176 #30-95, Barrio La Campiña;3;"Pareja; Hijos";Arriendo;Urbano;Unión Libre;Mujer;No
AF-000435;Daniela Rosa Valencia Moreno;28;$2.762.000;4;865588295-8;Demo Comercializadora Pacífico S.A.;A;Valle del Cauca;Cali;Diagonal 76 #6-67, Apto 723, Barrio El Bosque;1;"Padres; Pareja; Hijos";Familiar;Urbano;Casado;Mujer;Sí
AF-000436;Santiago Ricardo Sánchez Acosta;29;$7.758.000;1;947019021-4;Demo Logística Andina SAS;C;Santander;Floridablanca;Carrera 73 #69-51, Barrio El Bosque;0;"Abuelos; Padres";Propia;Urbano;Separado;Hombre;Sí
AF-000437;María Navarro Martínez;26;$2.062.000;0;983800144-1;Demo Agroindustria del Valle SAS;A;Antioquia;Medellín;Transversal 57 #117-54, Apto 1116, Barrio Nueva Colombia;2;"Padres; Hijos";Familiar;Urbano;Soltero;Mujer;No
AF-000438;Martín Martínez Caicedo;53;$4.245.000;4;912308943-2;Demo Gestión Humana Avanza S.A.;B;Caquetá;Florencia;Avenida 39 #46-6, Apto 1336, Barrio Villa Nueva;3;"Pareja; Hijos";Arriendo;Urbano;Casado;Hombre;Sí
AF-000439;Ricardo Ortiz Suárez;34;$2.270.000;11;903699849-1;Demo Turismo y Experiencias S.A.;A;Bogotá D.C.;Bogotá D.C.;Transversal 128 #53-89, Barrio San Martín;0;Pareja;Familiar;Urbano;Unión Libre;Hombre;Sí
AF-000440;Ricardo Molina González;21;$9.562.000;3;923203127-7;Demo Soluciones Documentales S.A.;C;Antioquia;Bello;Vereda El Triunfo, Finca Los Naranjos, km 11;0;Padres;Familiar;Rural;Soltero;Hombre;Sí
AF-000441;Daniel Pardo Acosta;33;$2.333.000;8;890849770-7;Demo Tecnología Prisma S.A.;A;Norte de Santander;Cúcuta;Diagonal 126 #104-1, Barrio La Castellana;2;"Pareja; Hijos";Propia;Urbano;Unión Libre;Hombre;Sí
AF-000442;Claudia Molina López;44;$5.063.000;12;977165882-2;Demo Ingeniería Integral S.A.S.;B;Cauca;Popayán;Diagonal 27 #59-64, Apto 899, Barrio Santa Ana;0;Abuelos;Propia;Urbano;Separado;Mujer;No
AF-000443;Jonathan Pérez Pérez;36;$2.886.000;5;891562138-1;Demo Comercio Digital Uno S.A.;A;Caldas;Manizales;Vereda El Porvenir, Finca Los Naranjos, km 14;1;"Pareja; Hijos";Arriendo;Rural;Unión Libre;Hombre;No
AF-000444;Mateo Cardona Ortiz;51;$2.707.000;0;910242862-1;Demo Energía y Redes S.A.S.;A;Bogotá D.C.;Bogotá D.C.;Diagonal 63 #63-27, Barrio Villa Nueva;1;Hijos;Propia;Urbano;Separado;Hombre;No
AF-000445;Laura Cifuentes Restrepo;38;$2.393.000;6;821361154-2;Demo Operaciones del Caribe SAS;A;Valle del Cauca;Cali;Avenida 159 #113-38, Barrio Nueva Colombia;2;"Padres; Pareja; Hijos";Familiar;Urbano;Casado;Mujer;Sí
AF-000446;Jhon Álvaro León Díaz;24;$2.679.000;0;853039437-9;Demo Comercial del Norte S.A.S.;A;Antioquia;Medellín;Avenida 122 #83-5, Barrio El Bosque;0;Padres;Familiar;Urbano;Soltero;Hombre;Sí
AF-000447;Sandra Bermúdez Cortés;52;$2.714.000;23;839065913-2;Demo Mantenimiento Estratégico S.A.;A;Meta;Villavicencio;Calle 175 #10-96, Barrio La Arboleda;3;Hijos;Propia;Urbano;Casado;Mujer;Sí
AF-000448;Karen Torres Hernández;28;$2.007.000;3;830923505-1;Demo Manufacturas Capital Ltda.;A;Norte de Santander;Cúcuta;Carrera 169 #26-37, Barrio La Campiña;1;"Pareja; Hijos";Propia;Urbano;Unión Libre;Mujer;Sí
AF-000449;Juliana Caicedo Montoya;38;$3.155.000;0;875123122-3;Demo Gestión Humana Avanza S.A.;A;Bogotá D.C.;Bogotá D.C.;Transversal 32 #50-28, Barrio El Prado;3;"Pareja; Hijos";Familiar;Urbano;Casado;Mujer;Sí
AF-000450;Gabriela González Restrepo;46;$3.140.000;2;900018166-8;Demo Procesos Industriales Sigma SAS;A;Antioquia;Bello;Carrera 148 #67-93, Barrio La Victoria;Más de 4;Hijos;Arriendo;Urbano;Soltero;Mujer;No
AF-000451;Fernanda Adriana Salazar Díaz;50;$2.385.000;12;947019021-4;Demo Logística Andina SAS;A;Córdoba;Montería;Transversal 95 #26-68, Barrio San José;2;"Pareja; Hijos";Propia;Urbano;Casado;Mujer;No
AF-000452;Daniela Pineda Montoya;43;$2.402.000;5;830890226-6;Demo Industrias del Sur S.A.;A;Cundinamarca;Chía;Calle 119 #37-36, Barrio La Floresta;2;"Padres; Pareja; Hijos";Arriendo;Urbano;Casado;Mujer;Sí
AF-000453;Brayan Montoya Muñoz;51;$5.812.000;20;873953887-2;Demo Textiles Cordillera Ltda.;B;Bogotá D.C.;Bogotá D.C.;Diagonal 92 #6-20, Apto 981, Barrio Los Pinos;1;Pareja;Familiar;Urbano;Casado;Hombre;No
AF-000454;Fernanda Arias Moreno;38;$2.178.000;7;814185903-2;Demo Soluciones Verdes S.A.S.;A;Bogotá D.C.;Bogotá D.C.;Avenida 88 #22-45, Apto 346, Barrio La Castellana;1;Pareja;Arriendo;Urbano;Casado;Mujer;Sí
AF-000455;Juan González Herrera;41;$3.195.000;9;898393079-5;Demo Ingeniería Integral S.A.S.;A;Risaralda;Pereira;Calle 106 #21-38, Barrio Los Alpes;3;"Pareja; Hijos";Propia;Urbano;Casado;Hombre;Sí
AF-000456;Brayan Alexander Sánchez Salazar;36;$2.154.000;3;947019021-4;Demo Logística Andina SAS;A;Santander;Floridablanca;Avenida 40 #103-80, Apto 1281, Barrio La Arboleda;0;Padres;Familiar;Urbano;Soltero;Hombre;No
AF-000457;Rafael López Restrepo;32;$4.210.000;3;902005924-5;Demo Gestión Ambiental SAS;B;Bogotá D.C.;Bogotá D.C.;Carrera 15 #110-84, Apto 329, Barrio La Castellana;0;Abuelos;Familiar;Urbano;Soltero;Hombre;Sí
AF-000458;Tatiana Vélez Vélez;38;$2.405.000;1;947019021-4;Demo Logística Andina SAS;A;Cundinamarca;Fusagasugá;Transversal 158 #46-86, Barrio La Esperanza;0;Padres;Propia;Urbano;Separado;Mujer;Sí
AF-000459;Esteban Kevin Mendoza Restrepo;33;$2.242.000;10;830923505-1;Demo Manufacturas Capital Ltda.;A;Atlántico;Barranquilla;Calle 62 #43-87, Barrio La Arboleda;1;Hijos;Arriendo;Urbano;Soltero;Hombre;No
AF-000460;Camila Johanna Hernández Arias;39;$6.426.000;5;940633103-7;Demo Servicios de Aseo Integral SAS;B;Santander;Bucaramanga;Avenida 94 #63-70, Apto 833, Barrio Santa Ana;2;"Padres; Hijos";Propia;Urbano;Soltero;Mujer;Sí
AF-000461;Luis Martínez Cardona;56;$2.908.000;7;907599250-6;Demo Servicios Horizonte S.A.S.;A;Santander;Bucaramanga;Vereda El Carmen, Finca Las Acacias, km 14;0;Abuelos;Propia;Rural;Soltero;Hombre;Sí
AF-000462;Kevin Jhon Pardo Castaño;39;$2.777.000;6;896976150-6;Demo Soluciones de Movilidad Ltda.;A;Cundinamarca;Soacha;Carrera 163 #103-35, Apto 1199, Barrio Los Pinos;0;Pareja;Arriendo;Urbano;Casado;Hombre;Sí
AF-000463;Tatiana Parra Jiménez;34;$2.118.000;7;955275268-1;Demo Transporte Metropolitano Ltda.;A;Antioquia;Medellín;Avenida 95 #88-27, Barrio La Arboleda;2;"Padres; Pareja";Arriendo;Urbano;Unión Libre;Mujer;Sí
